id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Umsatz_MA7,Umsatz_PctChange,Umsatz_Lag1,Wochentag
1308121,2013-08-12,1,154.504729536697,,7.0,16.45,11.0,63.0,140.59431268915162,1.1104656801216435,73.2088330039992,Monday
1308131,2013-08-13,1,134.064451548102,,3.0,16.4,16.0,95.0,140.8954804272686,-0.13229548409222092,154.504729536697,Tuesday
1308141,2013-08-14,1,156.972510536869,,4.0,18.2625,18.0,61.0,140.37820803309046,0.17087347707940048,134.064451548102,Wednesday
1308151,2013-08-15,1,164.763795399756,,3.0,19.8,8.0,,142.04454672424816,0.04963470888144461,156.972510536869,Thursday
1308161,2013-08-16,1,147.79799759804,,4.0,23.575,11.0,0.0,145.21278289712447,-0.10297042357244157,164.763795399756,Friday
1308171,2013-08-17,1,221.630418006017,,6.0,20.55,7.0,0.0,150.42039080421145,0.4995495311700766,147.79799759804,Saturday
1308181,2013-08-18,1,92.489778506026,,7.0,18.5875,10.0,63.0,153.17481159021528,-0.5826846362600147,221.630418006017,Sunday
1308191,2013-08-19,1,145.87913275728,,5.0,18.4875,8.0,,151.94258347886998,0.5772459953266675,92.489778506026,Monday
1308201,2013-08-20,1,111.842396126739,,7.0,17.775,8.0,61.0,148.768004132961,-0.2333214901076549,145.87913275728,Tuesday
1308211,2013-08-21,1,125.336522713024,,5.0,20.125,8.0,,144.24857730098316,0.12065305334654619,111.842396126739,Wednesday
1308221,2013-08-22,1,132.916428220302,,4.0,21.6625,8.0,,139.69895341820398,0.06047643051844753,125.336522713024,Thursday
1308231,2013-08-23,1,162.958958703106,,1.0,22.0375,14.0,,141.86480500464202,0.22602571318731246,132.916428220302,Friday
1308241,2013-08-24,1,201.543109556297,,0.0,20.85,16.0,5.0,138.99518951182486,0.23677219810594918,162.958958703106,Saturday
1308251,2013-08-25,1,83.0226725739551,,0.0,21.3875,16.0,5.0,137.6427458072433,-0.5880649417549827,201.543109556297,Sunday
1308261,2013-08-26,1,165.829031676714,,0.0,20.125,15.0,5.0,140.49273136716243,0.9973945253207368,83.0226725739551,Monday
1308271,2013-08-27,1,118.473650434102,,1.0,21.0875,12.0,,141.44005341107143,-0.2855674954125764,165.829031676714,Tuesday
1308281,2013-08-28,1,108.876991442649,,0.0,21.3,7.0,,139.08869180101786,-0.08100247570906827,118.473650434102,Wednesday
1308291,2013-08-29,1,178.178023803315,,3.0,20.2125,11.0,,145.5546340271626,0.6365075985514381,108.876991442649,Thursday
1308301,2013-08-30,1,133.150828452892,,6.0,19.7875,8.0,5.0,141.29632970570344,-0.2527090288088899,178.178023803315,Friday
1308311,2013-08-31,1,130.821314898435,,5.0,18.35,16.0,21.0,131.19321618315172,-0.01749529898930502,133.150828452892,Saturday
1309011,2013-09-01,1,95.9704314892471,,7.0,15.8625,16.0,61.0,133.04289602819344,-0.26640065066036733,130.821314898435,Sunday
1309021,2013-09-02,1,138.408723210465,,7.0,16.575,17.0,63.0,129.1257091044436,0.44220173925104067,95.9704314892471,Monday
1309031,2013-09-03,1,138.825618927843,,7.0,18.225,11.0,21.0,132.03313317497802,0.003012062445977959,138.408723210465,Tuesday
1309041,2013-09-04,1,100.221969526295,,7.0,18.125,5.0,,130.79670147264173,-0.2780729500771246,138.825618927843,Wednesday
1309051,2013-09-05,1,173.658100347255,,0.0,21.7,8.0,,130.150998121776,0.7327348601116119,100.221969526295,Thursday
1309061,2013-09-06,1,171.415179710314,,0.0,24.7,9.0,,135.61733401569344,-0.012915727123905762,173.658100347255,Friday
1309071,2013-09-07,1,186.034060963767,,6.0,22.7625,7.0,,143.50486916788373,0.08528346951628452,171.415179710314,Saturday
1309081,2013-09-08,1,88.8925958109828,,7.0,20.1625,8.0,61.0,142.49374978527453,-0.5221703200453383,186.034060963767,Sunday
1309091,2013-09-09,1,169.359968504942,,8.0,11.575,11.0,63.0,146.9153562559141,0.9052201925238115,88.8925958109828,Monday
1309101,2013-09-10,1,89.6944536084346,,6.0,13.5875,11.0,65.0,139.8966183531415,-0.4703916492177591,169.359968504942,Tuesday
1309111,2013-09-11,1,103.363686559795,,6.0,13.9,8.0,61.0,140.34543507221292,0.15239775037856962,89.6944536084346,Wednesday
1309121,2013-09-12,1,106.474399987548,,6.0,16.1125,6.0,61.0,130.74776359225476,0.03009483824818382,103.363686559795,Thursday
1309131,2013-09-13,1,122.564626199915,,6.0,17.4375,5.0,21.0,123.7691130907692,0.1511182614247999,106.474399987548,Friday
1309141,2013-09-14,1,174.938807466572,,5.0,17.625,10.0,63.0,122.1840768768842,0.4273189001631641,122.564626199915,Saturday
1309151,2013-09-15,1,55.1960062296304,,7.0,14.8625,10.0,21.0,117.37027836526242,-0.6844839230987814,174.938807466572,Sunday
1309161,2013-09-16,1,146.760234890658,,3.0,13.1375,13.0,21.0,114.14174499179327,1.658892280722187,55.1960062296304,Monday
1309171,2013-09-17,1,136.118044538363,,5.0,13.1375,10.0,63.0,120.77368655321163,-0.07251412727857687,146.760234890658,Tuesday
1309181,2013-09-18,1,152.255085210606,,4.0,13.05,9.0,,127.75817207475606,0.11855181087100486,136.118044538363,Wednesday
1309191,2013-09-19,1,148.674992078993,,5.0,14.8375,11.0,63.0,133.78682808781963,-0.023513783639218744,152.255085210606,Thursday
1309201,2013-09-20,1,110.159250328825,,7.0,13.525,6.0,,132.01463153480677,-0.25905998858035306,148.674992078993,Friday
1309211,2013-09-21,1,178.263887943827,,7.0,15.35,9.0,,132.4896430315575,0.6182380273259838,110.159250328825,Saturday
1309221,2013-09-22,1,86.6668973821597,,6.0,17.1375,14.0,21.0,136.98548462477595,-0.5138280759955745,178.263887943827,Sunday
1309231,2013-09-23,1,111.128410563554,,7.0,17.3125,14.0,21.0,131.89522400661824,0.2822474776445576,86.6668973821597,Monday
1309241,2013-09-24,1,139.64144576808,,8.0,15.7375,10.0,,132.39856703943497,0.256577369008796,111.128410563554,Tuesday
1309251,2013-09-25,1,117.94119333604,,6.0,13.5375,7.0,61.0,127.49658248592553,-0.15539979776548796,139.64144576808,Wednesday
1309261,2013-09-26,1,203.314345156607,,1.0,12.9875,12.0,,135.30220435415612,0.7238620316255442,117.94119333604,Thursday
1309271,2013-09-27,1,135.507291692088,,5.0,13.0125,8.0,21.0,138.92335312033654,-0.3335084566329506,203.314345156607,Friday
1309281,2013-09-28,1,134.613756840197,,0.0,13.1,8.0,,132.68762010553226,-0.006593998306167581,135.507291692088,Saturday
1309291,2013-09-29,1,68.6316896995448,,3.0,14.175,12.0,,130.1111618651587,-0.49015842577650515,134.613756840197,Sunday
1309301,2013-09-30,1,156.502435955326,,1.0,12.825,14.0,,136.59316549255468,1.2803232244530331,68.6316896995448,Monday
1310011,2013-10-01,1,123.397540137977,,0.0,12.9125,13.0,5.0,134.2726075453971,-0.21152958811963074,156.502435955326,Tuesday
1310021,2013-10-02,1,196.720969158391,,1.0,12.7,10.0,,145.5268612343044,0.5942049488055221,123.397540137977,Wednesday
1310031,2013-10-03,1,75.2337302417469,,0.0,11.7625,12.0,5.0,127.22963053218152,-0.6175612057849713,196.720969158391,Thursday
1310041,2013-10-04,1,156.066122625816,,5.0,11.2,8.0,63.0,130.16660637985697,1.074416915449123,75.2337302417469,Friday
1310051,2013-10-05,1,152.280762053885,,7.0,15.575,8.0,20.0,132.69046426752666,-0.024254851137724298,156.066122625816,Saturday
1310061,2013-10-06,1,92.4805772695364,,7.0,15.25,6.0,,136.09744820609689,-0.39269691048162825,152.280762053885,Sunday
1310071,2013-10-07,1,124.841544023845,,1.0,16.275,7.0,,131.57446364445676,0.3499217642207395,92.4805772695364,Monday
1310081,2013-10-08,1,96.867100978839,,6.0,15.1125,8.0,61.0,127.78440090743705,-0.22407959837201963,124.841544023845,Tuesday
1310091,2013-10-09,1,149.761758936995,,7.0,14.3125,10.0,21.0,121.07594230438049,0.5460538967684294,96.867100978839,Wednesday
1310101,2013-10-10,1,119.300284972145,,5.0,10.975,6.0,,127.37116440872306,-0.2033995472613619,149.761758936995,Thursday
1310111,2013-10-11,1,123.2348187168,,7.0,13.8625,20.0,10.0,122.6809781360065,0.03298008672463504,119.300284972145,Friday
1310121,2013-10-12,1,140.262421715801,,8.0,13.025,21.0,63.0,120.96407237342305,0.13817201320457406,123.2348187168,Saturday
1310131,2013-10-13,1,42.9967926268111,,5.0,10.8625,5.0,,113.89496028160515,-0.6934546537779664,140.262421715801,Sunday
1310141,2013-10-14,1,109.863744271226,,2.0,12.525,6.0,,111.75527460265958,1.5551613866825802,42.9967926268111,Monday
1310151,2013-10-15,1,130.431802598324,,7.0,10.6625,4.0,63.0,116.55023197687171,0.1872142485542876,109.863744271226,Tuesday
1310161,2013-10-16,1,146.070583461057,,8.0,12.275,7.0,,116.02292119459487,0.11990005927384129,130.431802598324,Wednesday
1310171,2013-10-17,1,89.9411837855476,,7.0,12.0,15.0,65.0,111.82876388222381,-0.38426217206473834,146.070583461057,Thursday
1310181,2013-10-18,1,111.233698203856,,1.0,9.075,9.0,,110.11431809466038,0.23673820514834976,89.9411837855476,Friday
1310191,2013-10-19,1,121.590860465012,,7.0,9.45,9.0,,107.44695220169054,0.09311173168201803,111.233698203856,Saturday
1310201,2013-10-20,1,70.1419855298474,,7.0,15.1875,8.0,21.0,111.32483690212428,-0.4231311032622317,121.590860465012,Sunday
1310211,2013-10-21,1,122.987868193302,,7.0,14.2625,8.0,61.0,113.19971174813513,0.7534129845948998,70.1419855298474,Monday
1310221,2013-10-22,1,111.927088663048,,2.0,17.6375,7.0,,110.55618118595285,-0.08993390724416495,122.987868193302,Tuesday
1310231,2013-10-23,1,125.816016210178,,6.0,17.675,9.0,,107.66267157868442,0.12408906291614596,111.927088663048,Wednesday
1310241,2013-10-24,1,123.163406361057,,5.0,12.6875,12.0,61.0,112.40870337518577,-0.021083244637866816,125.816016210178,Thursday
1310251,2013-10-25,1,113.661858634409,,7.0,11.8875,7.0,61.0,112.75558343669333,-0.07714586667726564,123.163406361057,Friday
1310261,2013-10-26,1,161.678805315967,,5.0,16.775,10.0,21.0,118.48243270111548,0.42245435063668557,113.661858634409,Saturday
1310271,2013-10-27,1,102.355195816072,,6.0,14.9875,16.0,65.0,123.08431988486187,-0.36692261168035945,161.678805315967,Sunday
1310281,2013-10-28,1,129.482192717092,,7.0,14.3625,29.0,63.0,124.01208053111759,0.26502803970758926,102.355195816072,Monday
1310291,2013-10-29,1,112.285893935052,,7.0,10.775,17.0,63.0,124.06333842711815,-0.13280821417360844,129.482192717092,Tuesday
1310301,2013-10-30,1,121.506077008915,,6.0,10.4375,10.0,61.0,123.44763282693772,0.08211345834051165,112.285893935052,Wednesday
1310311,2013-10-31,1,133.723541287582,,5.0,11.1625,13.0,21.0,124.956223530727,0.10055023237867022,121.506077008915,Thursday
1311011,2013-11-01,1,100.182160485504,,8.0,10.625,9.0,63.0,123.03055236659772,-0.2508262978912956,133.723541287582,Friday
1311021,2013-11-02,1,149.172348030766,,8.0,8.8875,3.0,63.0,121.24391561156901,0.4890110904760403,100.182160485504,Saturday
1311031,2013-11-03,1,97.4532740046654,,6.0,10.7,15.0,21.0,120.54364106708235,-0.34670684418960684,149.172348030766,Sunday
1311041,2013-11-04,1,137.864260444157,,7.0,6.8375,7.0,63.0,121.74107931380591,0.4146703828293854,97.4532740046654,Monday
1311051,2013-11-05,1,103.700267261952,,4.0,8.9,12.0,61.0,120.51456121764876,-0.2478089177872418,137.864260444157,Tuesday
1311061,2013-11-06,1,109.097001107423,,4.0,8.1375,12.0,63.0,118.74183608886419,0.05204165802040395,103.700267261952,Wednesday
1311071,2013-11-07,1,118.470603286455,,6.0,9.5,10.0,61.0,116.56284494584607,0.08591988857514266,109.097001107423,Thursday
1311081,2013-11-08,1,132.796244239256,,3.0,9.325,9.0,,121.22199976781063,0.12092148225296384,118.470603286455,Friday
1311091,2013-11-09,1,99.9317959514759,,5.0,7.7,16.0,63.0,114.1876351850549,-0.2474802542500295,132.796244239256,Saturday
1311101,2013-11-10,1,108.561660295105,,2.0,6.9875,12.0,63.0,115.77454751226055,0.08635754277667052,99.9317959514759,Sunday
1311111,2013-11-11,1,124.580485617569,,2.0,8.3125,5.0,,113.87686539417656,0.1475550878544023,108.561660295105,Monday
1311121,2013-11-12,1,111.970870543294,,7.0,5.9375,9.0,61.0,115.058380148654,-0.10121661520074154,124.580485617569,Tuesday
1311131,2013-11-13,1,78.0382483442215,,1.0,8.8,12.0,0.0,110.62141546819662,-0.3030486593024416,111.970870543294,Wednesday
1311141,2013-11-14,1,121.180219705286,,5.0,6.9375,9.0,21.0,111.00850352802964,0.5528311088015219,78.0382483442215,Thursday
1311151,2013-11-15,1,122.76929773359,,7.0,6.45,6.0,21.0,109.57608259864877,0.013113345001095622,121.180219705286,Friday
1311161,2013-11-16,1,126.793397398979,,8.0,8.875,12.0,,113.41345423400637,0.03277773628811764,122.76929773359,Saturday
1311171,2013-11-17,1,74.3945185864517,,2.0,8.8875,8.0,0.0,108.53243398991303,-0.4132618881379484,126.793397398979,Sunday
1311181,2013-11-18,1,129.109032642028,,7.0,6.65,5.0,63.0,109.17936927912146,0.7354643204256262,74.3945185864517,Monday
1311191,2013-11-19,1,106.906118646237,,8.0,5.8375,8.0,61.0,108.4558332938276,-0.17197026065055843,129.109032642028,Tuesday
1311201,2013-11-20,1,124.324612351715,,6.0,3.85,6.0,,115.06817100918383,0.16293261719768837,106.906118646237,Wednesday
1311211,2013-11-21,1,144.359927455555,,2.0,3.275,8.0,10.0,118.37955783065081,0.16115324813690135,124.324612351715,Thursday
1311221,2013-11-22,1,107.962731413831,,7.0,5.375,10.0,21.0,116.26433407068524,-0.2521281125811722,144.359927455555,Friday
1311231,2013-11-23,1,96.5196766761341,,3.0,4.9125,6.0,,111.93951682456454,-0.10599078578175858,107.962731413831,Saturday
1311241,2013-11-24,1,76.4120061231823,,0.0,4.6,16.0,,112.22772932981177,-0.2083271644228758,96.5196766761341,Sunday
1311251,2013-11-25,1,129.81992805086,,0.0,3.7,10.0,,112.32928581678777,0.6989467315068243,76.4120061231823,Monday
1311261,2013-11-26,1,123.431703158233,,2.0,2.3125,6.0,,114.69008360421579,-0.04920835335946461,129.81992805086,Tuesday
1311271,2013-11-27,1,93.5321454303922,,8.0,7.3125,12.0,61.0,110.2911597583125,-0.24223564094802397,123.431703158233,Wednesday
1311281,2013-11-28,1,128.842426194061,,2.0,8.025,18.0,,108.07437386381336,0.3775202696483333,93.5321454303922,Thursday
1311291,2013-11-29,1,104.966463375073,,8.0,5.9875,11.0,63.0,107.64633557256222,-0.18531134133586014,128.842426194061,Friday
1311301,2013-11-30,1,104.09003869481,,7.0,5.525,10.0,20.0,108.7278158609445,-0.008349568539156138,104.966463375073,Saturday
1312011,2013-12-01,1,68.0762231823542,,5.0,8.6625,20.0,61.0,107.53698972654048,-0.3459871469358141,104.09003869481,Sunday
1312021,2013-12-02,1,113.931498716313,,0.0,3.0625,4.0,10.0,105.2672141073195,0.6735872436860568,68.0762231823542,Monday
1312031,2013-12-03,1,94.7658652080226,,8.0,1.7125,6.0,28.0,101.17209440014658,-0.16822067403863805,113.931498716313,Tuesday
1312041,2013-12-04,1,128.922855106228,,7.0,5.85,11.0,63.0,106.22791006812312,0.36043558324747704,94.7658652080226,Wednesday
1312051,2013-12-05,1,120.974699669869,,7.0,4.4625,24.0,63.0,105.1039491360957,-0.06165047640164356,128.922855106228,Thursday
1312061,2013-12-06,1,112.015650593347,,6.0,1.7875,25.0,73.0,106.11097588156339,-0.07405721279714328,120.974699669869,Friday
1312071,2013-12-07,1,121.408564819885,,5.0,1.0,11.0,22.0,108.58505104228841,0.08385358810830201,112.015650593347,Saturday
1312081,2013-12-08,1,36.2650169585334,,8.0,6.975,16.0,63.0,104.040593010314,-0.701297704883225,121.408564819885,Sunday
1312091,2013-12-09,1,134.680550018524,,7.0,9.2375,10.0,45.0,107.00474319634415,2.713787040897351,36.2650169585334,Monday
1312101,2013-12-10,1,104.352034970751,,7.0,7.1875,8.0,61.0,108.37419601959107,-0.22518852977361326,134.680550018524,Tuesday
1312111,2013-12-11,1,85.9079819233536,,7.0,5.025,9.0,10.0,102.2292141363233,-0.17674837920091468,104.352034970751,Wednesday
1312121,2013-12-12,1,88.2075449690532,,8.0,2.525,8.0,28.0,97.54819203620676,0.026767746072201337,85.9079819233536,Thursday
1312131,2013-12-13,1,85.5324935340658,,7.0,3.5375,6.0,61.0,93.76488388488087,-0.03032678707842884,88.2075449690532,Friday
1312141,2013-12-14,1,120.787742012371,,7.0,3.0125,7.0,61.0,93.67619491237886,0.4121854399610574,85.5324935340658,Saturday
1312151,2013-12-15,1,71.5352172710921,,8.0,7.925,12.0,61.0,98.71479495703011,-0.4077609525661511,120.787742012371,Sunday
1312161,2013-12-16,1,120.791211521354,,8.0,8.775,12.0,,96.73060374314868,0.6885558768012103,71.5352172710921,Monday
1312171,2013-12-17,1,74.6283250889016,,8.0,4.95,8.0,61.0,92.48435947431304,-0.3821709034211609,120.791211521354,Tuesday
1312181,2013-12-18,1,86.4115250991858,,7.0,6.85,8.0,10.0,92.55629421371763,0.1578917923757146,74.6283250889016,Wednesday
1312191,2013-12-19,1,101.589644453608,,7.0,7.4,10.0,63.0,94.46802271151118,0.1756492474470308,86.4115250991858,Thursday
1312201,2013-12-20,1,114.601001275823,,7.0,5.2875,10.0,61.0,98.62066667461936,0.12807758991770823,101.589644453608,Friday
1312211,2013-12-21,1,124.541759682586,,8.0,6.5625,13.0,63.0,99.1569549132215,0.08674233467504777,114.601001275823,Saturday
1312221,2013-12-22,1,41.7300439888931,,7.0,8.1375,12.0,61.0,94.89907301576451,-0.6649313122341567,124.541759682586,Sunday
1312231,2013-12-23,1,183.608991270752,,3.0,5.4875,10.0,,103.87304155139279,3.399923261993721,41.7300439888931,Monday
1312241,2013-12-24,1,220.330670230618,,7.0,11.4375,18.0,61.0,124.6876622859237,0.19999935028081373,183.608991270752,Tuesday
1312271,2013-12-27,1,152.367434643543,,7.0,5.7625,15.0,63.0,134.10993507797474,-0.30846016814608035,220.330670230618,Friday
1312291,2013-12-29,1,131.267289010755,,7.0,5.7125,9.0,63.0,138.3495985861386,-0.13848199047356058,152.367434643543,Sunday
1312301,2013-12-30,1,126.58984459848,,4.0,4.75,11.0,10.0,140.0622904893753,-0.03563297793018161,131.267289010755,Monday
1312311,2013-12-31,1,211.390838466052,,4.0,5.0375,7.0,,152.46930174415616,0.6698878107998738,126.58984459848,Tuesday
1401021,2014-01-02,1,153.166492227541,,7.0,6.25,9.0,63.0,168.38879434967728,-0.27543457730246645,211.390838466052,Thursday
1401031,2014-01-03,1,109.484763536521,,7.0,6.8375,10.0,63.0,157.79961895907286,-0.28519115412088514,153.166492227541,Friday
1401041,2014-01-04,1,116.250540066432,,5.0,6.9375,11.0,,142.93102893561772,0.06179651223938687,109.484763536521,Saturday
1401051,2014-01-05,1,67.7899909491401,,7.0,6.1875,11.0,63.0,130.84853697927446,-0.41686300200927107,116.250540066432,Sunday
1401061,2014-01-06,1,146.911067784297,,7.0,7.9125,11.0,65.0,133.08336251835186,1.1671498362423147,67.7899909491401,Monday
1401071,2014-01-07,1,147.5457609484,,7.0,10.4375,13.0,,136.07706485405473,0.00432025424411786,146.911067784297,Tuesday
1401081,2014-01-08,1,99.9068767897401,,7.0,8.6375,15.0,63.0,120.15078461458161,-0.322875315783015,147.5457609484,Wednesday
1401091,2014-01-09,1,113.541525918277,,7.0,9.6125,16.0,61.0,114.49007514182959,0.13647357986409503,99.9068767897401,Thursday
1401101,2014-01-10,1,119.05554059635,,7.0,6.6375,17.0,61.0,115.85732900751945,0.04856385920021711,113.541525918277,Friday
1401111,2014-01-11,1,127.95986526115,,7.0,5.5875,18.0,63.0,117.53008974962202,0.07479135049236829,119.05554059635,Saturday
1401121,2014-01-12,1,83.4017498521773,,2.0,5.525,16.0,21.0,119.76034102148448,-0.3482194617666655,127.95986526115,Sunday
1401131,2014-01-13,1,103.994034974792,,8.0,3.1375,10.0,69.0,113.62933633441233,0.24690471313986606,83.4017498521773,Monday
1401141,2014-01-14,1,166.347532764571,,6.0,4.225,6.0,28.0,116.31530373672248,0.5995872532967244,103.994034974792,Tuesday
1401151,2014-01-15,1,139.042567223334,,7.0,3.228571,7.0,28.0,121.90611665580732,-0.1641440969243667,166.347532764571,Wednesday
1401161,2014-01-16,1,117.779119691395,,8.0,2.7375,9.0,63.0,122.5114871948242,-0.1529276102748094,139.042567223334,Thursday
1401171,2014-01-17,1,94.7938386484339,,7.0,6.7375,4.0,61.0,119.0455297736933,-0.1951558230625866,117.779119691395,Friday
1401181,2014-01-18,1,102.633649837911,,7.0,5.8875,8.0,61.0,115.42749899894488,0.08270380545040434,94.7938386484339,Saturday
1401191,2014-01-19,1,53.0014671833047,,7.0,2.8625,19.0,10.0,111.08460147482023,-0.4835858681143099,102.633649837911,Sunday
1401201,2014-01-20,1,99.6819363621683,,8.0,0.3875,13.0,61.0,110.46858738730255,0.8807391881703948,53.0014671833047,Monday
1401211,2014-01-21,1,116.784600007305,,7.0,-0.65,7.0,77.0,103.38816842197885,0.17157234569559954,99.6819363621683,Tuesday
1401221,2014-01-22,1,102.344424741026,,8.0,-3.1125,14.0,22.0,98.145576638792,-0.12364794044228222,116.784600007305,Wednesday
1401231,2014-01-23,1,105.740276056438,,8.0,-3.1875,11.0,22.0,96.42574183379813,0.033180618524212946,102.344424741026,Thursday
1401241,2014-01-24,1,143.164448746188,,2.0,-5.1625,13.0,10.0,103.33582899062014,0.3539254301717081,105.740276056438,Friday
1401251,2014-01-25,1,129.09233380561,,5.0,-7.0375,8.0,,107.11564098600572,-0.09829336168175395,143.164448746188,Saturday
1401261,2014-01-26,1,65.4883238458282,,1.0,-8.475,10.0,10.0,108.89947765208049,-0.4927016816936478,129.09233380561,Sunday
1401271,2014-01-27,1,177.797639286942,,5.0,0.7,9.0,69.0,120.05886378419102,1.7149517478186032,65.4883238458282,Monday
1401281,2014-01-28,1,63.9844736113181,,7.0,-0.2625,10.0,10.0,112.51598858476434,-0.6401275412433594,177.797639286942,Tuesday
