id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Umsatz_MA7,Umsatz_PctChange,Umsatz_Lag1,Wochentag,month,dayofweek,is_weekend
1307081,2013-07-08,1,135.500244042392,,0.0,22.725,10.0,5.0,260.4993615442184,-0.5249495593523517,285.233382496522,Monday,7,0,0
1307082,2013-07-08,2,538.529249911711,,0.0,22.725,10.0,5.0,324.198146477486,2.9743784501467694,135.500244042392,Monday,7,0,0
1307094,2013-07-09,4,75.2089975834558,,0.0,23.275,8.0,,235.62004189933114,-0.8603437091006925,538.529249911711,Tuesday,7,1,0
1307091,2013-07-09,1,136.048382778344,,0.0,23.275,8.0,,202.16843928357596,0.8089375892475854,75.2089975834558,Tuesday,7,1,0
1307092,2013-07-09,2,585.957264698849,,0.0,23.275,8.0,,278.8051879743681,3.3069770675151373,136.048382778344,Tuesday,7,1,0
1307095,2013-07-09,5,342.089345776475,,0.0,23.275,8.0,,299.7952667553927,-0.41618720957015387,585.957264698849,Tuesday,7,1,0
1307093,2013-07-09,3,245.808338509722,,0.0,23.275,8.0,,294.1631176144212,-0.28144988569642293,342.089345776475,Tuesday,7,1,0
1307105,2013-07-10,5,343.353066508123,,2.0,19.6875,13.0,5.0,323.8563779666685,0.3968324613794294,245.808338509722,Wednesday,7,2,0
1307101,2013-07-10,1,135.132314289581,,2.0,19.6875,13.0,5.0,266.2282443063642,-0.6064333554266246,343.353066508123,Wednesday,7,2,0
1307103,2013-07-10,3,265.109142544045,,2.0,19.6875,13.0,5.0,293.3568364435913,0.9618486069581476,135.132314289581,Wednesday,7,2,0
1307104,2013-07-10,4,73.8056511129258,,2.0,19.6875,13.0,5.0,284.46501763424584,-0.7216027693173057,265.109142544045,Wednesday,7,2,0
1307102,2013-07-10,2,567.365764527953,,2.0,19.6875,13.0,5.0,281.80908903840356,6.687294346334797,73.8056511129258,Wednesday,7,2,0
1307112,2013-07-11,2,569.109374584873,,0.0,21.375,12.0,5.0,314.24052172531754,0.0030731675506903144,567.365764527953,Thursday,7,3,0
1307115,2013-07-11,5,315.911756962233,,0.0,21.375,12.0,5.0,324.25529578996196,-0.44490150563295605,569.109374584873,Thursday,7,3,0
1307111,2013-07-11,1,138.549392636714,,0.0,21.375,12.0,5.0,294.9976280940464,-0.5614300842457172,315.911756962233,Thursday,7,3,0
1307114,2013-07-11,4,68.6330279122302,,0.0,21.375,12.0,5.0,285.4977300401392,-0.5046313332300871,138.549392636714,Thursday,7,3,0
1307113,2013-07-11,3,234.65807920749,,0.0,21.375,12.0,5.0,281.14757813491707,2.4190255966497234,68.6330279122302,Thursday,7,3,0
1307125,2013-07-12,5,362.802489634211,,0.0,20.2875,7.0,,322.4328407808149,0.5460899145663456,234.65807920749,Friday,7,4,0
1307121,2013-07-12,1,101.447511461298,,0.0,20.2875,7.0,,255.8730903427213,-0.7203781276044147,362.802489634211,Friday,7,4,0
1307123,2013-07-12,3,290.199097765019,,0.0,20.2875,7.0,,216.02876508274215,1.8605837007222137,101.447511461298,Friday,7,4,0
1307122,2013-07-12,2,600.267914678783,,0.0,20.2875,7.0,,256.6510733279636,1.0684692657619284,290.199097765019,Friday,7,4,0
1307134,2013-07-13,4,74.2744737887665,,1.0,20.125,12.0,,247.4689420639711,-0.8762644612972318,600.267914678783,Saturday,7,5,1
1307133,2013-07-13,3,340.046632736531,,1.0,20.125,12.0,,286.2423141817284,3.5782435793972693,74.2744737887665,Saturday,7,5,1
1307135,2013-07-13,5,359.166188843392,,1.0,20.125,12.0,,304.02918698685716,0.056226276828551525,340.046632736531,Saturday,7,5,1
1307131,2013-07-13,1,141.233309883732,,1.0,20.125,12.0,,272.3764470225031,-0.6067744841502487,359.166188843392,Saturday,7,5,1
1307132,2013-07-13,2,747.140776382576,,1.0,20.125,12.0,,364.6183420112571,4.290117303047328,141.233309883732,Saturday,7,5,1
1307142,2013-07-14,2,777.048841669282,,5.0,17.6875,15.0,5.0,434.1683054261518,0.04003002677957368,747.140776382576,Sunday,7,6,1
1307144,2013-07-14,4,115.271617188867,,5.0,17.6875,15.0,5.0,364.8831200704495,-0.8516546052095815,777.048841669282,Sunday,7,6,1
1307145,2013-07-14,5,461.082124524619,,5.0,17.6875,15.0,5.0,420.141355889857,2.999962313091853,115.271617188867,Sunday,7,6,1
1307143,2013-07-14,3,320.626816189556,,5.0,17.6875,15.0,5.0,417.3670963831463,-0.30462102272967984,461.082124524619,Sunday,7,6,1
1307141,2013-07-14,1,112.524365708762,,5.0,17.6875,15.0,5.0,382.13255022105625,-0.649048800577438,320.626816189556,Sunday,7,6,1
1307151,2013-07-15,1,161.264677322182,,6.0,18.7375,12.0,,384.9941741408348,0.43315340021174364,112.524365708762,Monday,7,0,0
1307153,2013-07-15,3,243.526401440661,,6.0,18.7375,12.0,,313.049263434847,0.510103796345512,161.264677322182,Monday,7,0,0
1307152,2013-07-15,2,596.995099998235,,6.0,18.7375,12.0,,287.32730033898315,1.4514594576461235,243.526401440661,Monday,7,0,0
1307155,2013-07-15,5,380.68369651152,,6.0,18.7375,12.0,,325.2433116707907,-0.36233363303543786,596.995099998235,Monday,7,0,0
1307154,2013-07-15,4,99.4935305857439,,6.0,18.7375,12.0,,273.58779825095144,-0.738645149510013,380.68369651152,Monday,7,0,0
1307163,2013-07-16,3,287.415464972525,,1.0,21.1875,10.0,,268.84331950566127,1.8887854645466549,99.4935305857439,Tuesday,7,1,0
1307165,2013-07-16,5,320.43533597922,,1.0,21.1875,10.0,,298.54488668715527,0.11488550558631716,287.415464972525,Tuesday,7,1,0
1307164,2013-07-16,4,91.7796976081033,,1.0,21.1875,10.0,,288.6184610137155,-0.7135781004687474,320.43533597922,Tuesday,7,1,0
1307161,2013-07-16,1,116.821358174215,,1.0,21.1875,10.0,,270.5177405470803,0.2728453156714339,91.7796976081033,Tuesday,7,1,0
1307162,2013-07-16,2,558.797138274201,,1.0,21.1875,10.0,,265.0608888722183,3.783347386193457,116.821358174215,Tuesday,7,1,0
1307171,2013-07-17,1,150.572919592838,,5.0,22.5125,8.0,,232.18792074097806,-0.7305409972966754,558.797138274201,Wednesday,7,2,0
1307175,2013-07-17,5,396.99424714406,,5.0,22.5125,8.0,,274.68802310645174,1.6365580757653255,150.572919592838,Wednesday,7,2,0
1307172,2013-07-17,2,628.325718978073,,5.0,22.5125,8.0,,323.3894879643872,0.5827073654043864,396.99424714406,Wednesday,7,2,0
1307173,2013-07-17,3,301.777437970497,,5.0,22.5125,8.0,,320.72407396314105,-0.5197117850574118,628.325718978073,Wednesday,7,2,0
1307182,2013-07-18,2,647.822253705942,,1.0,23.25,11.0,5.0,400.1587248342608,1.1466888249255924,301.777437970497,Thursday,7,3,0
1307184,2013-07-18,4,89.2058404577425,,1.0,23.25,11.0,5.0,396.2136508747648,-0.8622988945695672,647.822253705942,Thursday,7,3,0
1307181,2013-07-18,1,101.90072129658,,1.0,23.25,11.0,5.0,330.94273416367605,0.14230997402968448,89.2058404577425,Thursday,7,3,0
1307183,2013-07-18,3,250.426586853024,,1.0,23.25,11.0,5.0,345.2075437722741,1.4575546047820649,101.90072129658,Thursday,7,3,0
1307185,2013-07-18,5,300.398790118057,,1.0,23.25,11.0,5.0,331.40819276855933,0.1995483143104202,250.426586853024,Thursday,7,3,0
1307193,2013-07-19,3,287.18828629416,,3.0,22.475,16.0,5.0,282.67427381371465,-0.043976554694861614,300.398790118057,Friday,7,4,0
1307195,2013-07-19,5,369.400389277533,,3.0,22.475,16.0,5.0,292.33469542900554,0.2862655160634413,287.18828629416,Friday,7,4,0
1307194,2013-07-19,4,62.0636098816993,,3.0,22.475,16.0,5.0,208.6548891683994,-0.8319882390944897,369.400389277533,Friday,7,4,0
1307192,2013-07-19,2,646.788959790823,,3.0,22.475,16.0,5.0,288.30962050169666,9.421388008587972,62.0636098816993,Friday,7,4,0
1307191,2013-07-19,1,161.63511518654,,3.0,22.475,16.0,5.0,296.8431053431195,-0.7500960510537871,646.788959790823,Friday,7,4,0
1307203,2013-07-20,3,394.765674710477,,0.0,23.1875,8.0,,317.46297503704136,1.4423261879380944,161.63511518654,Saturday,7,5,1
1307205,2013-07-20,5,346.154004294146,,0.0,23.1875,8.0,,323.99943420505406,-0.12314057054728245,394.765674710477,Saturday,7,5,1
1307202,2013-07-20,2,843.051280035386,,0.0,23.1875,8.0,,403.4084333109435,1.4354803630091744,346.154004294146,Saturday,7,5,1
1307201,2013-07-20,1,134.328076682024,,0.0,23.1875,8.0,,369.8266743687279,-0.8406644057566869,843.051280035386,Saturday,7,5,1
1307204,2013-07-20,4,69.9369965472912,,0.0,23.1875,8.0,,370.95144389238385,-0.4793568234223793,134.328076682024,Saturday,7,5,1
1307215,2013-07-21,5,287.443788531561,,0.0,26.375,8.0,,319.616419426775,3.1100390740570667,69.9369965472912,Sunday,7,6,1
1307213,2013-07-21,3,346.658236387984,,0.0,26.375,8.0,,346.0482938841242,0.2060035743298776,287.443788531561,Sunday,7,6,1
1307212,2013-07-21,2,815.942264195776,,0.0,26.375,8.0,,406.2163780963097,1.3537368466923247,346.658236387984,Sunday,7,6,1
1307211,2013-07-21,1,66.2887578161955,,0.0,26.375,8.0,,366.23562859945963,-0.918758028937829,815.942264195776,Sunday,7,6,1
1307214,2013-07-21,4,82.6826868784511,,0.0,26.375,8.0,,257.6115438627547,0.24731085032114253,66.2887578161955,Sunday,7,6,1
1307225,2013-07-22,5,356.484067206325,,0.0,26.1,9.0,,289.34811393765483,3.311471732049294,82.6826868784511,Monday,7,0,0
1307223,2013-07-22,3,297.712614415266,,0.0,26.1,9.0,,321.8874879187941,-0.16486417822719523,356.484067206325,Monday,7,0,0
1307224,2013-07-22,4,99.3353908053911,,0.0,26.1,9.0,,295.0148596721984,-0.6663379850380386,297.712614415266,Monday,7,0,0
1307222,2013-07-22,2,647.682748973215,,0.0,26.1,9.0,,338.01836147008856,5.520161079771623,99.3353908053911,Monday,7,0,0
1307221,2013-07-22,1,131.223948997842,,0.0,26.1,9.0,,240.2014592989551,-0.7973947133749137,647.682748973215,Monday,7,0,0
1307235,2013-07-23,5,316.29681714496,,0.0,24.95,12.0,,275.91689634592143,1.4103589288427951,131.223948997842,Tuesday,7,1,0
1307234,2013-07-23,4,70.5290024618065,,0.0,24.95,12.0,,274.1806557149722,-0.7770164015609339,316.29681714496,Tuesday,7,1,0
1307232,2013-07-23,2,691.043662205889,,0.0,24.95,12.0,,321.9748835720528,8.79800703377464,70.5290024618065,Tuesday,7,1,0
1307233,2013-07-23,3,323.301431663341,,0.0,24.95,12.0,,325.6304288932064,-0.5321548415170663,691.043662205889,Tuesday,7,1,0
1307231,2013-07-23,1,110.315246796665,,0.0,24.95,12.0,,327.19897974910265,-0.6587851583919428,323.301431663341,Tuesday,7,1,0
1307242,2013-07-24,2,698.340862077002,,3.0,24.075,11.0,,334.4358530496437,5.3304110932570925,110.315246796665,Wednesday,7,2,0
1307245,2013-07-24,5,327.339400651794,,3.0,24.075,11.0,,362.45234614306537,-0.531261281663767,698.340862077002,Wednesday,7,2,0
1307243,2013-07-24,3,328.023102507764,,3.0,24.075,11.0,,364.1275297663231,0.002088663493024834,327.339400651794,Wednesday,7,2,0
1307241,2013-07-24,1,141.891908195545,,3.0,24.075,11.0,,374.3222305854285,-0.567433186532383,328.023102507764,Wednesday,7,2,0
1307244,2013-07-24,4,83.5816326885927,,3.0,24.075,11.0,,287.5419406543862,-0.41094856111592604,141.891908195545,Wednesday,7,2,0
1307254,2013-07-25,4,65.8902979709521,,2.0,23.0875,9.0,,250.76892155547355,-0.21166534020165328,83.5816326885927,Thursday,7,3,0
1307252,2013-07-25,2,681.250768331783,,2.0,23.0875,9.0,,332.33113891763327,9.33916660434764,65.8902979709521,Thursday,7,3,0
1307255,2013-07-25,5,303.192537586556,,2.0,23.0875,9.0,,275.88137827614094,-0.5549472357601877,681.250768331783,Thursday,7,3,0
1307251,2013-07-25,1,167.701216640907,,2.0,23.0875,9.0,,253.07592341744285,-0.44688211004193557,303.192537586556,Thursday,7,3,0
1307253,2013-07-25,3,280.809721012322,,2.0,23.0875,9.0,,246.33115463237968,0.6744644233178727,167.701216640907,Thursday,7,3,0
1307261,2013-07-26,1,147.272084366206,,3.0,27.2625,6.0,,247.09975122818838,-0.47554492118261216,280.809721012322,Friday,7,4,0
1307262,2013-07-26,2,718.016648132155,,3.0,27.2625,6.0,,337.733324862983,3.8754429681781275,147.272084366206,Friday,7,4,0
1307263,2013-07-26,3,352.293883343641,,3.0,27.2625,6.0,,378.6481227733671,-0.509351371921394,718.016648132155,Friday,7,4,0
1307265,2013-07-26,5,331.522091778847,,3.0,27.2625,6.0,,328.68688326580485,-0.05896154474113424,352.293883343641,Friday,7,4,0
1307264,2013-07-26,4,53.1984562311259,,3.0,27.2625,6.0,,292.97344307217196,-0.8395326961600685,331.522091778847,Friday,7,4,0
1307271,2013-07-27,1,161.403357795112,,1.0,26.1625,10.0,,292.0737489513441,2.0339857437569107,53.1984562311259,Saturday,7,5,1
1307272,2013-07-27,2,855.619095347599,,1.0,26.1625,10.0,,374.1893738563837,4.3011232668017705,161.403357795112,Saturday,7,5,1
1307273,2013-07-27,3,382.965879977945,,1.0,26.1625,10.0,,407.85991608663215,-0.5524107841207501,855.619095347599,Saturday,7,5,1
1307275,2013-07-27,5,358.892714466409,,1.0,26.1625,10.0,,356.55649699152565,-0.06285981798932683,382.965879977945,Saturday,7,5,1
1307285,2013-07-28,5,437.824795495097,,4.0,24.8875,13.0,61.0,368.77519872744784,0.21993224673295986,358.892714466409,Sunday,7,6,1
1307281,2013-07-28,1,86.0791432446654,,4.0,24.8875,13.0,61.0,333.7119203654219,-0.8033936311274327,437.824795495097,Sunday,7,6,1
1307282,2013-07-28,2,871.802546455837,,4.0,24.8875,13.0,61.0,450.6553618260949,9.127918489823786,86.0791432446654,Sunday,7,6,1
1307283,2013-07-28,3,360.096105223697,,4.0,24.8875,13.0,61.0,479.04004003017855,-0.5869522213629615,871.802546455837,Sunday,7,6,1
1307295,2013-07-29,5,368.951029057165,,1.0,22.7875,10.0,,409.5160305601165,0.024590446008759814,360.096105223697,Monday,7,0,0
1307291,2013-07-29,1,183.564164400591,,1.0,22.7875,10.0,,381.03007119192307,-0.5024701113595492,368.951029057165,Monday,7,0,0
1307292,2013-07-29,2,672.50214523923,,1.0,22.7875,10.0,,425.8314184451832,2.6635807835108407,183.564164400591,Monday,7,0,0
1307293,2013-07-29,3,356.033434735079,,1.0,22.7875,10.0,,414.1469383366092,-0.4705839419911042,672.50214523923,Monday,7,0,0
1307305,2013-07-30,5,424.086156965952,,5.0,21.075,13.0,21.0,462.4336545825073,0.19114138053216911,356.033434735079,Tuesday,7,1,0
1307301,2013-07-30,1,132.111640117897,,5.0,21.075,13.0,21.0,356.76352510565874,-0.6884792442576624,424.086156965952,Tuesday,7,1,0
1307303,2013-07-30,3,354.531775116541,,5.0,21.075,13.0,21.0,355.96862080463643,1.683577123107058,132.111640117897,Tuesday,7,1,0
1307302,2013-07-30,2,690.117757120039,,5.0,21.075,13.0,21.0,401.84958195647556,0.9465610857960047,354.531775116541,Tuesday,7,1,0
1307311,2013-07-31,1,144.745431773143,,5.0,20.275,16.0,65.0,396.30404872398293,-0.790259806707211,690.117757120039,Wednesday,7,2,0
1307312,2013-07-31,2,667.842224335937,,5.0,20.275,16.0,65.0,395.63834573779826,3.6139088201597582,144.745431773143,Wednesday,7,2,0
1307313,2013-07-31,3,321.075920611583,,5.0,20.275,16.0,65.0,390.64441514872743,-0.5192338715467684,667.842224335937,Wednesday,7,2,0
1307315,2013-07-31,5,426.985804024935,,5.0,20.275,16.0,65.0,391.0586504428678,0.3298593155525822,321.075920611583,Wednesday,7,2,0
1308011,2013-08-01,1,157.854023011106,,6.0,23.4,7.0,21.0,394.73613371332624,-0.630306156497213,426.985804024935,Thursday,8,3,0
1308013,2013-08-01,3,304.830310037868,,6.0,23.4,7.0,21.0,387.63592441637303,0.9310899033369668,157.854023011106,Thursday,8,3,0
1308014,2013-08-01,4,60.5614573229725,,6.0,23.4,7.0,21.0,297.6993101596492,-0.8013273111999618,304.830310037868,Thursday,8,3,0
1308015,2013-08-01,5,322.294307178179,,6.0,23.4,7.0,21.0,323.0634352175115,4.321772649218013,60.5614573229725,Thursday,8,3,0
1308012,2013-08-01,2,667.213719343287,,6.0,23.4,7.0,21.0,322.9736487899901,1.0702001384542634,322.294307178179,Thursday,8,3,0
1308021,2013-08-02,1,117.359342094889,,0.0,31.4375,7.0,,293.8712804304623,-0.8241053223389931,667.213719343287,Friday,8,4,0
1308023,2013-08-02,3,379.526700654912,,0.0,31.4375,7.0,,287.0914085204591,2.2338857212411076,117.359342094889,Friday,8,4,0
1308025,2013-08-02,5,282.371517214865,,0.0,31.4375,7.0,,304.8796219781389,-0.25599037767934607,379.526700654912,Friday,8,4,0
1308022,2013-08-02,2,689.695100983376,,0.0,31.4375,7.0,,359.8603063989258,1.4425094562868614,282.371517214865,Friday,8,4,0
1308024,2013-08-02,4,68.1222020855149,,0.0,31.4375,7.0,,360.9404127935747,-0.9012285254913579,689.695100983376,Friday,8,4,0
1308031,2013-08-03,1,186.027178770079,,4.0,23.3625,11.0,63.0,341.4736801638461,1.730786338007043,68.1222020855149,Saturday,8,5,1
1308032,2013-08-03,2,930.801703150498,,4.0,23.3625,11.0,63.0,379.12910642201916,4.003579096906726,186.027178770079,Saturday,8,5,1
1308034,2013-08-03,4,51.2749992906831,,4.0,23.3625,11.0,63.0,369.68848602141827,-0.9449130796418487,930.801703150498,Saturday,8,5,1
1308033,2013-08-03,3,454.705780795563,,4.0,23.3625,11.0,63.0,380.42835461293987,7.867982195724478,51.2749992906831,Saturday,8,5,1
1308035,2013-08-03,5,399.283316370115,,4.0,23.3625,11.0,63.0,397.13004020654705,-0.12188643022853074,454.705780795563,Saturday,8,5,1
1308045,2013-08-04,5,461.704848992483,,3.0,23.05,8.0,,364.560004207848,0.15633393648861205,399.283316370115,Sunday,8,6,1
1308044,2013-08-04,4,67.1568816245378,,3.0,23.05,8.0,,364.4221012848513,-0.8545458602588096,461.704848992483,Sunday,8,6,1
1308043,2013-08-04,3,382.85648750844,,3.0,23.05,8.0,,392.54057396176,4.700927116433467,67.1568816245378,Sunday,8,6,1
1308042,2013-08-04,2,862.752429028985,,3.0,23.05,8.0,,382.8192490872581,1.2534616943377923,382.85648750844,Sunday,8,6,1
1308041,2013-08-04,1,104.708216687715,,3.0,23.05,8.0,,390.45256585826274,-0.8786346892056132,862.752429028985,Sunday,8,6,1
1308053,2013-08-05,3,331.615355447409,,0.0,25.8,10.0,,372.868219379955,2.1670423385819744,104.708216687715,Monday,8,0,0
1308051,2013-08-05,1,146.775309890073,,0.0,25.8,10.0,,336.79564702566324,-0.5573929027139091,331.615355447409,Monday,8,0,0
1308052,2013-08-05,2,520.947179812455,,0.0,25.8,10.0,,345.2588371428022,2.549283460567156,146.775309890073,Monday,8,0,0
1308055,2013-08-05,5,354.247243408463,,0.0,25.8,10.0,,386.27174596907713,-0.3199939319452795,520.947179812455,Monday,8,0,0
1308062,2013-08-06,2,498.920948322354,,5.0,22.225,13.0,,402.8523832282077,0.40839754608076273,354.247243408463,Tuesday,8,1,0
1308061,2013-08-06,1,131.956277381283,,5.0,22.225,13.0,,298.45293299282173,-0.7355166628601336,498.920948322354,Tuesday,8,1,0
1308063,2013-08-06,3,344.104806694018,,5.0,22.225,13.0,,332.65244585086504,1.6077183558288728,131.956277381283,Tuesday,8,1,0
1308064,2013-08-06,4,69.705360420462,,5.0,22.225,13.0,,295.23673227558686,-0.797429855484568,344.104806694018,Tuesday,8,1,0
1308065,2013-08-06,5,441.521507016938,,5.0,22.225,13.0,,337.343331865139,5.334111241283094,69.705360420462,Tuesday,8,1,0
1308075,2013-08-07,5,423.850318191533,,4.0,19.2125,8.0,,323.47235163357874,-0.0400233930727345,441.521507016938,Wednesday,8,2,0
1308072,2013-08-07,2,519.197204695832,,4.0,19.2125,8.0,,347.0366318174886,0.22495414633902167,423.850318191533,Wednesday,8,2,0
1308073,2013-08-07,3,341.483544581514,,4.0,19.2125,8.0,,324.5455741402257,-0.34228547169939083,519.197204695832,Wednesday,8,2,0
1308074,2013-08-07,4,83.1094116270633,,4.0,19.2125,8.0,,317.56745046105146,-0.7566224992512791,341.483544581514,Wednesday,8,2,0
1308071,2013-08-07,1,160.593417296116,,4.0,19.2125,8.0,,291.3515376899226,0.9323132501135556,83.1094116270633,Wednesday,8,2,0
1308085,2013-08-08,5,464.87537153539,,7.0,16.975,12.0,20.0,347.80439642062663,1.8947349110718075,160.593417296116,Thursday,8,3,0
1308084,2013-08-08,4,96.7720958104522,,7.0,16.975,12.0,20.0,298.5544805339858,-0.7918321732320786,464.87537153539,Thursday,8,3,0
1308083,2013-08-08,3,298.005519792868,,7.0,16.975,12.0,20.0,280.57665219131934,2.079457123431245,96.7720958104522,Thursday,8,3,0
1308082,2013-08-08,2,486.25509543792,,7.0,16.975,12.0,20.0,275.8706365830462,0.6316982845683428,298.005519792868,Thursday,8,3,0
1308081,2013-08-08,1,153.099424561652,,7.0,16.975,12.0,20.0,248.95861943735164,-0.6851458709676428,486.25509543792,Thursday,8,3,0
1308091,2013-08-09,1,125.620344387906,,4.0,20.3375,10.0,21.0,255.03160983175775,-0.17948519566564658,153.099424561652,Friday,8,4,0
1308093,2013-08-09,3,328.22992428157,,4.0,20.3375,10.0,21.0,278.97968225825116,1.612872348670062,125.620344387906,Friday,8,4,0
1308095,2013-08-09,5,450.085987485785,,4.0,20.3375,10.0,21.0,276.8669131083076,0.3712521442733585,328.22992428157,Friday,8,4,0
1308094,2013-08-09,4,81.4817797241125,,4.0,20.3375,10.0,21.0,274.6825822388305,-0.8189639713529497,450.085987485785,Friday,8,4,0
1308092,2013-08-09,2,539.975155104136,,4.0,20.3375,10.0,21.0,309.2496729975831,5.626943556368391,81.4817797241125,Friday,8,4,0
1308105,2013-08-10,5,450.993337129113,,7.0,19.3625,12.0,61.0,304.2122789534678,-0.1647887261736376,539.975155104136,Saturday,8,5,1
1308103,2013-08-10,3,351.617029216224,,7.0,19.3625,12.0,61.0,332.57193676126377,-0.22034983608735437,450.993337129113,Saturday,8,5,1
